filename,title,author,date,age_years,status,reasoning,technologies_str,deprecated_services_str,deprecated_versions_str,recommendations_str,content_length,has_images,has_code_blocks
2021-03-11-Python-Function-App-Processing-Multiple-Requests.md,Python Function App - Processing Multiple requests,Umang Francis,2021-03-11,4.5,update_required,"Post is 4.5 years old, may need updates",azure function app; how-to; python; process multiple requests; configuration; performance; python function app; python_threadpool_thread_count; functions_worker_process_count,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,5734,True,True
2021-05-26-set-redirect-rules-in-nginx-based-wordpress-image.md,How to set the redirect rules in Nginx based Wordpress Image,Arjun Baliga,2021-05-26,4.3,update_required,"Post is 4.3 years old, may need updates",wordpress; configuration; azure app service on linux; redirect rules; dotnet; nginx; php; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,1147,True,False
2021-06-07-authsettingsv2-graph.md,Accessing Microsoft Graph with App Service Auth V2,Christopher Maldonado,2021-06-07,4.2,update_required,"Post is 4.2 years old, may need updates",how-to; easyauth; auth; msgraph; azure app service,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,2714,False,True
2021-06-17-installing-tcpping-linux.md,Installing TcpPing on Azure App Service Linux,Toan Nguyen,2021-06-17,4.2,update_required,"Post is 4.2 years old, may need updates",how-to; python; .net core; azure app service on linux; dotnet; ruby; trace; docker; php; tcpping; nodejs; java; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,5028,False,True
2021-09-02-php-8-rewrite-rule.md,NGINX Rewrite Rules for Azure App Service Linux PHP 8.x,Christopher Maldonado,2021-09-02,4.0,update_required,"Post is 4.0 years old, may need updates",php8; configuration; azure app service on linux; dotnet; php; nginx; app service linux,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,1881,False,True
2021-09-21-Deploying React.js application to Azure App Service with Azure DevOps-rule.md,Deploying React.js application to Azure App Service with Azure DevOps,Susanna Are,2021-09-21,4.0,update_required,"Post is 4.0 years old, may need updates",react; azure app service on linux; azure devops; deployment; nodejs; app service linux,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,6615,True,False
2021-10-21-php-install-apcu.md,Install APCU extension for Azure App Service Linux PHP 7.4,Christopher Maldonado,2021-10-21,3.9,outdated,"Post is 3.9 years old, may need updates; References deprecated technology versions: php 7.4",configuration; azure app service on linux; php74; php; apcu; app service linux,,php 7.4,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Update technology versions to currently supported versions; Consider updating php 7.4 to 8.3; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,2672,False,True
2021-12-09-Troubleshooting-NodeJS-High-CPU-scenarios-in-App-Service-Linux.md,Troubleshooting Node.js High CPU scenarios in App Service Linux,Edison Garcia,2021-12-09,3.7,outdated,"Post is 3.7 years old, may need updates; References deprecated technology versions: nodejs 4., java 7, java 8",node.js; azure app service on linux; dotnet; performance; profiler; high cpu; nodejs; troubleshooting,,nodejs 4.; java 7; java 8,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Update technology versions to currently supported versions; Consider updating nodejs 4. to 22.; Consider updating java 7 to 21; Consider updating java 8 to 21; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,16551,True,True
2021-12-10-Troubleshooting-NodeJS-High-Memory-scenarios-in-App-Service-Linux.md,Troubleshooting Node.js High Memory scenarios in App Service Linux,Edison Garcia,2021-12-10,3.7,outdated,"Post is 3.7 years old, may need updates; References deprecated technology versions: nodejs 4., nodejs 8.",node.js; high memory; azure app service on linux; dotnet; performance; profiler; docker; nodejs; troubleshooting,,nodejs 4.; nodejs 8.,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Update technology versions to currently supported versions; Consider updating nodejs 4. to 22.; Consider updating nodejs 8. to 22.; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,14315,True,True
2021-12-14-Profiling-High-CPU-and-Memory-in-Azure-JavaScript-Functions.md,Profiling High CPU and Memory in Azure JavaScript Functions,Edison Garcia,2021-12-14,3.7,update_required,"Post is 3.7 years old, may need updates",node.js; high memory; performance; profiler; high cpu; azure functions; javascript; nodejs; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,2593,False,True
2021-12-14-Troubleshooting-NodeJS-High-CPU-and-Memory-scenarios-in-App-Service-Windows.md,Troubleshooting Node.js High CPU and Memory scenarios in App Service Windows,Edison Garcia,2021-12-14,3.7,outdated,"Post is 3.7 years old, may need updates; References deprecated technology versions: nodejs 8., java 7, java 8",node.js; high memory; dotnet; performance; azure app service on windows; profiler; high cpu; nodejs; troubleshooting,,nodejs 8.; java 7; java 8,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Update technology versions to currently supported versions; Consider updating nodejs 8. to 22.; Consider updating java 7 to 21; Consider updating java 8 to 21; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,16406,True,True
2021-12-22-Custom-Tomcat-Configuration-on-Azure-App-Service-Windows copy.md,Custom Tomcat Configuration on Azure App Service Windows,Kendrick Dubuisson,2021-12-22,3.7,update_required,"Post is 3.7 years old, may need updates",how-to; dotnet; windows; troubleshooting; azure app service on windows; java; tomcat,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,4846,True,True
